"V1","V2","V3"
7.3389617088312,6.16670847738159,-2.50168305656227
8.1072380176952,10.9827527161638,0.422332673062505
6.5080862448723,-9.27130361864447,3.4201413107228
5.52527279856229,9.88471957902776,-6.58151538605401
4.35534123845528,0.0316408393493632,6.46538104317106
11.4502472713681,-8.85885383406174,-2.54065926498556
10.7928248097307,10.7030469091721,3.4329702408185
16.4789775574481,2.23683192169224,-2.49325617128396
-6.66937863404259,8.99674832522222,8.10783826544535
6.20412095611498,-11.0508761390808,5.61285650143236
-0.279894029927248,1.40122692310125,-16.3266224010429
14.2596793401705,1.32436605357948,6.35920139649099
-10.2867294042988,-10.7745510914632,-4.75571455012749
-4.88494451096957,-7.67853182159565,-6.35504494732415
-8.57398212904569,-10.9908158635602,-5.38393090903624
2.32198458052985,-6.96585467012396,-8.32932559772822
-2.9440049369615,10.6176346894785,-2.35079323286885
-5.48539373887439,4.06587910943851,3.04660743576999
6.47737787163929,4.56753709126978,4.39541637903695
12.3693606269293,5.61735136251844,-1.6696363741405
1.94013579359966,2.87920868966396,13.9503432388761
-6.28965512055292,-13.7579228083373,3.74510526346862
-0.203735481071792,4.40568789956966,12.0417164825868
-3.55062615531875,-11.7795226001525,2.21638553747718
13.1126323213621,-4.19939045042266,-0.616110048089453
-4.69273418978996,-4.13046588945394,1.21022488071826
13.1065467054456,7.53581922418102,-1.72686609988684
14.1299802897897,0.69332803972427,-8.33537927128972
10.1723423882478,-11.3245452104351,-1.83217233154512
4.84663297587432,-6.16587449034513,-6.27000314733516
3.68578738790021,-11.735084808499,-6.085674430028
0.343949903090926,-0.501853089794555,-12.7341635809603
-6.24230399325303,1.15879408433142,4.38339444325104
-7.6228649356038,15.253480481689,1.5294169296993
-12.5580295080706,-2.99283718745501,7.3862335919172
-4.97919623097764,-12.7047769174875,3.81830163928509
-4.00740286004662,14.8523619814514,3.25901551795405
10.6231488143685,4.77565269762703,-6.09305507625381
-8.68604662997821,7.41606997988418,-5.81550870208594
-9.45413105229945,-0.448893227391309,11.7466553144543
2.28309034634691,-9.60104276704214,3.00768500180448
7.04991688107617,-9.7970301312175,-4.40329757180726
-0.513181229158913,-0.10671071256069,0.271225902027491
-1.73260513638897,-1.82505608870583,-4.36483205647791
16.1881156051818,1.71808338010912,-2.70728978603699
0.344626149464789,7.59921518231432,-7.28118434782557
-3.89825443245808,14.695032285454,-5.04301906612669
-2.72095645096979,15.7357722038395,7.14328517788816
-5.26329857475877,8.96166290608607,6.87093883431946
-2.6121599784625,1.36677766923493,5.25329115720127
-2.63130463682869,10.7796864945226,-1.64493110698262
6.90074011929744,-1.67297809030483,-15.1821896797294
-2.32622161391112,-1.59316229244784,-3.20657514917988
6.30767045100674,2.93914316761426,2.2318401554354
7.28493682105335,-5.50626310323254,4.2445751692727
14.6536405177906,2.21278942753795,0.90151649097145
6.43953138952469,4.25922492461237,-8.43981697613155
-9.11877110014579,2.54555524284616,-5.63478433273928
14.9951929330857,0.370804335193383,6.71415588782046
-0.463440198288773,8.2854747057526,-5.8501397862153
16.824922427353,0.807773634711,3.72770711398812
-0.819543767706767,-0.62946184547738,-1.01714403586653
0.277126286709597,8.57139571450941,-1.4246743231779
3.47554100013066,-7.34647568501507,0.98359241936708
5.33170224506298,2.04838612455365,-15.7361621017498
0.496863873539617,9.7817516329977,-1.37500570284174
15.4855644877908,-0.489386234021186,-2.6534696993082
5.46480470723145,0.446928525584411,7.24921061906884
8.14833304887696,4.88928675829651,-7.49566860199873
10.4069849581271,2.92818491186372,-4.90705586841646
-7.54285810880326,-1.259586106674,11.2126396114733
-2.75071798437048,1.50469447662228,11.1396359352286
-9.01931394201836,2.50158740236411,-1.08536265748939
-11.9526990969614,-3.5228990486917,5.12725272402301
0.979658696568187,12.8985244741546,10.8119651460127
-3.23383240008114,0.561031483912253,-15.5908878210607
-3.88869190017209,3.03363149380959,-7.79866159419555
-3.35420443440378,0.562903750409315,-7.68519797684041
14.7558930820651,-0.239986882685283,5.22815036157469
-0.542456620117237,-0.869206106174259,-0.949085999337382
-3.88747296382407,-11.1549188631619,1.38030510414821
-2.19747933857174,13.0646783426532,8.3578402311949
13.0053480673622,-5.41209262405922,-1.37287287630138
11.1905499806806,1.51931125564265,-12.2040975725623
