"label","X1","X2"
2,12.6271583094512,-1.61553489416356
2,15.7747481005179,-4.46728005859699
9,4.94864891672065,6.65268409423906
2,11.3350507897619,-8.79232697400296
8,-3.75124355449388,3.89975805828641
7,13.8855108639322,3.17912168798067
2,18.7234476181771,-4.5892570551547
1,-4.84517467960278,-17.7745203330636
0,2.12627330848403,-4.10476269053401
9,2.68077554206238,6.73020742438434
1,10.229155744671,-16.0222742158632
1,-10.3184044939547,-13.3711239530192
9,1.11314378420479,18.428087018406
9,6.7185000137263,16.8092143383807
9,2.37022599546739,17.9221830158805
7,9.8356200321173,9.28279909954837
3,-12.162393462207,-5.07374231336047
5,-12.6383052303564,5.55029229595548
8,-2.22363606720389,-0.472943096520249
2,10.108731253871,-1.92805861344637
5,-8.39170038216248,10.2089726860268
4,-3.51707800132389,14.939091183486
5,-8.84630973255041,7.54499419709932
4,-0.519935038864309,13.8540137320954
7,11.1020631766546,0.394746499460675
5,-7.1983131713948,9.11771202541631
2,11.2976560517384,-2.59227621745279
1,-1.08330915398391,-17.3280042578212
7,15.5648562313504,4.79436282522864
7,9.93626799156488,6.6522492785348
7,13.1062768245698,9.97103959393608
1,7.94265993854627,-12.1855436167715
5,-14.7667708268171,7.01190598644345
0,1.08286437348127,2.06706577780894
6,-2.62474952136283,-8.93214497686412
4,-2.38968157192161,14.3108641263764
0,3.12789164165474,0.747931473811317
2,9.15479847432004,-3.93667914340682
3,-17.274896270299,-3.25043055361498
6,-6.48749042584456,-9.98874792241158
9,4.75350157188787,9.07928234799398
7,13.0499375270428,6.63291884848781
8,-7.37667242712114,2.76661166279256
8,-9.55594586302631,3.75935748446606
1,-4.66654367736863,-17.4158207309735
3,-10.0938340838926,-3.76797432861774
3,-14.5425517406649,-9.36942124018679
0,4.97944064243309,1.85640269933421
0,2.49954929585469,-3.30883376597123
5,-12.8961928510116,6.97048218144971
3,-11.2749876273272,-5.82603779484151
1,4.82862266735204,-16.5856817075802
8,-9.51910885664809,2.41983708349255
8,-3.231683844995,-1.16491301671297
9,6.90697560225986,4.9087489249789
1,-6.37179707571567,-14.2004290880175
2,6.95494274245879,-9.65849671733053
8,-16.6686662777683,0.660097961203542
1,-10.8849660858409,-14.1564985598079
