"label","X1","X2"
1,-9.52098439140365,-16.0644587974988
0,0.651545349509188,0.353610254540939
1,7.74308322585311,-17.4972985467843
4,-2.22067144006008,18.076317101616
0,1.62432970298286,1.84950775067789
0,2.05276915236533,-3.97384607891198
7,10.5928599514104,6.46471714074868
3,-14.052725051798,-0.177919186511477
5,-14.1166233471375,6.25992334310793
3,-14.1916516309002,-7.7492166785487
8,-3.69542731992334,3.20638476372855
9,3.95043378701029,5.34804116393506
1,4.62190878076957,-17.4602343356402
3,-15.0342049382865,-1.0342811377868
3,-16.0798140972083,-7.70190902984473
1,0.677857204235166,-16.2594993176285
2,8.45614107209473,-6.1450331432688
0,5.99002180902034,-2.4186220642057
7,11.3364923639772,3.60676266066504
5,-17.2112536796204,2.27858597698838
8,-3.59199809221711,-0.552573575660237
6,-4.01699017188521,-12.3664356501005
2,8.43071203828147,-8.06524651028175
0,1.66060942434751,2.24904233709437
2,7.97687814539668,-5.65414548361856
3,-15.5115140377143,-7.0575865491198
6,-1.57111472140425,-7.49181810980321
9,5.90359088499616,4.54852489071154
9,4.74891074764053,8.66416510866109
7,13.7044165629359,10.1397677367842
8,-1.9281300512076,1.74140211242119
9,2.90819487862168,15.6500144585498
4,-5.77251066159574,11.3896358159875
9,3.05979211498268,7.81137124189225
2,9.49021444652184,-1.31432991697104
1,11.8001214003001,-14.6622858114767
3,-11.1338876194394,-1.80892634677649
1,1.45761406259112,-18.7914610378152
1,-3.00881200382897,-18.3772173290874
4,-2.61553633574325,10.1798022871389
9,-9.04567294956456,-2.58409399860849
1,6.36271526634567,-17.6301992316468
4,-5.28788736093403,15.0763206826806
4,10.0594395563668,9.32185217538665
2,9.00504398678098,-3.14123171764139
6,-5.33463944573868,-7.6763268246979
3,-10.3921019579382,-1.81283357585546
7,11.332861795636,9.23321950505507
7,14.9645979682915,2.75196829927597
4,-3.02818285313607,10.8079442349778
7,10.3610993696406,10.6608804295426
5,-17.5378918550682,2.14056666578804
1,4.95176423405619,-14.9526672698862
9,4.70960656078528,17.4171248863118
0,2.63440231609081,-0.0448278749506133
2,9.24519468928313,-2.36273364482496
2,9.53352180741574,-3.8907030529295
3,-13.1844787191843,-2.7400940868466
9,3.94110027391531,5.45185548682943
1,1.62967031168537,-17.3504394563151
1,11.6845884187945,-11.452792857639
1,-11.2263168736207,-13.4882227581811
5,-14.3809514270231,11.2412783235217
0,6.75567534852917,1.42025003088128
6,0.126777539084996,-9.79778583087528
3,-11.6999015240491,-4.50514494997333
4,-4.28425090209805,14.3474875404325
8,-10.2244905093623,3.87226731252834
1,-1.52269897959407,-18.3669511895191
0,-0.132160131650551,-4.48981333098136
3,-9.41727957005849,-6.22741996123644
9,6.59666986237911,10.5361730050605
6,4.49549588055082,-9.75611150963649
2,13.971782600895,-2.05050850053326
6,-8.0950134600162,-10.2953935060071
4,-4.81126872068293,7.97131912650196
7,8.72103666617662,8.99400917042754
1,4.80165510566697,-17.4215329138176
4,-4.37290938494514,13.8526676805415
1,-0.709693507751878,-15.1150405308373
5,-8.67580748888865,11.1083171758032
4,-2.36301170439879,9.65106145150787
8,-2.76491097016516,0.446671328068515
9,6.58228241571439,7.84653282337096
2,12.3718432123672,-4.46325471549044
9,8.27536594103083,12.7420673696075
9,4.82011872485209,7.159629985649
8,-10.0607416601583,2.14649950291106
9,4.17490320214547,11.9465224925363
6,5.19528789547446,-9.67240345237999
3,-17.5723668949776,-0.546019896535297
6,-2.41702918511256,-12.0456220085646
4,-0.558741237548247,13.0107277557313
6,-2.40824577818086,-6.37072312334196
2,11.43758030689,-2.05629395669778
9,14.5470063539401,4.80272217247669
1,1.12088483072616,-15.922338367705
2,14.0132202409666,-2.53510268207994
0,7.42274213323386,-0.636736076762233
5,-14.1142710106674,3.28277989472062
9,2.48718235460218,8.36629417508786
2,9.31954805779599,-8.55155398634325
7,15.8120050954382,3.97932168482593
7,10.7475997515083,8.2200418722356
2,19.1108362115523,-3.87942725279533
8,-3.28003454375384,2.25117407395132
8,-3.75500265495323,0.137099870990121
5,-17.0100097056586,1.79000028208896
0,1.03397450195474,-3.11119631695799
6,-3.15440102200255,-10.4222448744283
0,3.89485826873299,1.80320331117259
0,3.76674803147162,-4.77346582911616
2,12.5506807940123,-2.92869056491599
9,5.87335897828394,16.9131215550616
0,5.1349443805723,0.127074579827296
4,-2.59889262504256,17.7907228534423
7,16.6313665233663,2.06808798138679
7,11.6494014027457,0.450623852432101
1,8.03818023128934,-16.6388451870467
5,-14.7747549410238,4.69552414720643
7,13.6730349881799,13.9548103217795
9,2.68896932606264,6.19631638389416
4,-4.8319644538341,11.6079670271276
