label,V2,V3,V4
1,16.9125254961932,0.79783440225015,4.25202309105788
0,-9.61849419318881,12.773373982806,3.83405276921407
1,2.97750464097298,1.91185727975425,-16.2202095713886
4,-9.2018616707984,-13.0452566929335,-0.339247843124305
0,-8.24034805767688,14.4794386081874,4.70844343687941
0,-6.54687083130818,8.85288592436238,7.20384643778613
7,5.79359506294786,-6.90334005084043,-5.80384857633112
3,-6.03065386273479,0.87424697737176,-6.73568369826981
5,-6.1403001001207,2.1799927212796,3.46986353908163
3,-5.14641183341298,11.9838695819391,-3.89813594065566
8,3.9232811955497,0.840187783992903,6.4096028216386
9,7.76842018171312,-8.55145435113365,5.82397954296481
1,7.08663155251181,0.298442387197883,-15.0040474847545
3,-6.67831133482593,3.26199073381028,-9.3453418840002
3,-5.5973261533197,12.6919396815537,-6.91002725648434
1,12.6043567941501,-2.52404489590964,-10.192873853652
2,6.76436998033361,5.61265055991678,-8.12612794831827
0,-0.127286631367539,10.978672547969,8.71786290506544
7,9.3728550120653,-6.41412955227771,-3.37116557953056
5,-11.086800310907,2.18745258986218,-3.07556565955305
8,4.99087783936534,3.46689426954023,3.07280941853201
6,-13.6348090568432,0.436287085311039,11.5614504127914
2,5.29481381814645,7.54313622088338,-7.72677714454204
0,-8.46666037826244,14.7959649746312,4.81964224953787
2,6.84971119723754,4.924230117071,-6.82840126293975
3,-6.64769094808675,11.6505894647665,-5.27338139010774
6,-11.9526990969614,-3.5228990486917,5.12725272402301
9,8.37272729807248,-6.09278786043363,5.29934930190529
9,2.73318342712819,-9.71995160402323,3.20977749001003
7,4.34548025802139,-12.148905170112,-7.57923921965799
8,6.35106381171404,3.60327646435767,6.55196649760112
9,-6.69329119891821,-10.1551934849508,-2.61998177480216
4,0.421553839991876,-14.1334440495106,10.4176115966685
9,4.42981851806477,-11.5338304797946,4.53517778662764
2,9.55512282926285,1.12510563049367,-4.83324759339823
1,-2.77418732660149,0.781217217908533,-16.5143735967216
3,-2.20253763103457,3.83008209484038,-6.84826535602315
1,11.2785180290456,1.57369120397618,-12.6766880446231
1,16.1909209990898,0.753991446005853,-6.07932707644497
4,-0.512060922235499,-10.7320181340354,8.0738052800324
9,-0.588244942976741,5.45180695944593,-4.13418354763218
1,4.44463781013795,1.90454877536981,-15.1583889703624
4,-7.34164457367847,-14.8467541873402,4.63776083991899
4,3.16749983610714,-9.43706378173251,-4.02374728985733
2,10.9863518728078,4.0029155929264,-5.34727955641933
6,-8.79424660565397,-0.995890709938943,9.01818523217031
3,-1.29361562216522,4.20088382897368,-7.21678481725153
7,3.92540534893938,-9.13858986611749,-8.03662170218928
7,11.0467805521202,-9.50333105433652,1.31485953434629
4,-1.39850940676509,-11.6660600027575,7.88819560156101
7,1.86697960385348,-8.9012775120161,-6.57553626225288
5,-11.0684744035782,2.54595810341504,-3.67153079197625
1,5.51383845755985,-1.448955309049,-14.0342493422986
9,-6.49822834850866,-8.85933204331101,-5.55198628050436
0,-5.2305652801825,13.1693581799205,4.0499113967607
2,10.7885299084923,3.29806338988251,-4.35751874677801
2,11.2876649546857,5.41009343461304,-5.47784881701934
3,-4.46225751398467,5.63504765199857,-6.90340383287626
9,7.37806036992142,-8.6190465917094,5.93210368338778
1,11.177758809523,-0.310006496079882,-12.3893199396586
1,-1.54685470854468,2.54014781688431,-12.7719701752015
1,14.2780000609585,0.606289254923452,7.42009948734513
5,-1.82336419583266,-2.60595476269992,9.12550229664301
0,-0.904585202079447,15.2295230270865,9.1735970634656
6,-15.158596447546,-1.82198096099822,3.69549277134469
3,-1.58350348808929,8.12924503441484,-7.31104603581563
4,-5.48630762455561,-14.4007615535296,4.90271787830009
