"","label","X1","X2"
"1",1,-9.52098439140365,-16.0644587974988
"2",0,0.651545349509188,0.353610254540939
"3",1,7.74308322585311,-17.4972985467843
"4",4,-2.22067144006008,18.076317101616
"5",0,1.62432970298286,1.84950775067789
"6",0,2.05276915236533,-3.97384607891198
"7",7,10.5928599514104,6.46471714074868
"8",3,-14.052725051798,-0.177919186511477
"9",5,-14.1166233471375,6.25992334310793
"10",3,-14.1916516309002,-7.7492166785487
"11",8,-3.69542731992334,3.20638476372855
"12",9,3.95043378701029,5.34804116393506
"13",1,4.62190878076957,-17.4602343356402
"14",3,-15.0342049382865,-1.0342811377868
"15",3,-16.0798140972083,-7.70190902984473
"16",1,0.677857204235166,-16.2594993176285
"17",2,8.45614107209473,-6.1450331432688
"18",0,5.99002180902034,-2.4186220642057
"19",7,11.3364923639772,3.60676266066504
"20",5,-17.2112536796204,2.27858597698838
"21",8,-3.59199809221711,-0.552573575660237
"22",6,-4.01699017188521,-12.3664356501005
"23",2,8.43071203828147,-8.06524651028175
"24",0,1.66060942434751,2.24904233709437
"25",2,7.97687814539668,-5.65414548361856
"26",3,-15.5115140377143,-7.0575865491198
"27",6,-1.57111472140425,-7.49181810980321
"28",9,5.90359088499616,4.54852489071154
"29",9,4.74891074764053,8.66416510866109
"30",7,13.7044165629359,10.1397677367842
"31",8,-1.9281300512076,1.74140211242119
"32",9,2.90819487862168,15.6500144585498
"33",4,-5.77251066159574,11.3896358159875
"34",9,3.05979211498268,7.81137124189225
"35",2,9.49021444652184,-1.31432991697104
"36",1,11.8001214003001,-14.6622858114767
"37",3,-11.1338876194394,-1.80892634677649
"38",1,1.45761406259112,-18.7914610378152
"39",1,-3.00881200382897,-18.3772173290874
"40",4,-2.61553633574325,10.1798022871389
"41",9,-9.04567294956456,-2.58409399860849
"42",1,6.36271526634567,-17.6301992316468
"43",4,-5.28788736093403,15.0763206826806
"44",4,10.0594395563668,9.32185217538665
"45",2,9.00504398678098,-3.14123171764139
"46",6,-5.33463944573868,-7.6763268246979
"47",3,-10.3921019579382,-1.81283357585546
"48",7,11.332861795636,9.23321950505507
"49",7,14.9645979682915,2.75196829927597
"50",4,-3.02818285313607,10.8079442349778
"51",7,10.3610993696406,10.6608804295426
"52",5,-17.5378918550682,2.14056666578804
"53",1,4.95176423405619,-14.9526672698862
"54",9,4.70960656078528,17.4171248863118
"55",0,2.63440231609081,-0.0448278749506133
"56",2,9.24519468928313,-2.36273364482496
"57",2,9.53352180741574,-3.8907030529295
"58",3,-13.1844787191843,-2.7400940868466
"59",9,3.94110027391531,5.45185548682943
"60",1,1.62967031168537,-17.3504394563151
"61",1,11.6845884187945,-11.452792857639
"62",1,-11.2263168736207,-13.4882227581811
"63",5,-14.3809514270231,11.2412783235217
"64",0,6.75567534852917,1.42025003088128
"65",6,0.126777539084996,-9.79778583087528
"66",3,-11.6999015240491,-4.50514494997333
"67",4,-4.28425090209805,14.3474875404325
"68",8,-10.2244905093623,3.87226731252834
"69",1,-1.52269897959407,-18.3669511895191
"70",0,-0.132160131650551,-4.48981333098136
"71",3,-9.41727957005849,-6.22741996123644
"72",9,6.59666986237911,10.5361730050605
"73",6,4.49549588055082,-9.75611150963649
"74",2,13.971782600895,-2.05050850053326
"75",6,-8.0950134600162,-10.2953935060071
"76",4,-4.81126872068293,7.97131912650196
"77",7,8.72103666617662,8.99400917042754
"78",1,4.80165510566697,-17.4215329138176
"79",4,-4.37290938494514,13.8526676805415
"80",1,-0.709693507751878,-15.1150405308373
"81",5,-8.67580748888865,11.1083171758032
"82",4,-2.36301170439879,9.65106145150787
"83",8,-2.76491097016516,0.446671328068515
"84",9,6.58228241571439,7.84653282337096
"85",2,12.3718432123672,-4.46325471549044
